"","ENTIDAD","MUNICIPIO","CODIGO","ID_ESTRATO","UE","PRODUCCION","FORMA_CAPITAL","GASTOS","INGRESOS","PERSONAL_OCUP","CONSUMO_INTER","VALOR_AGREG","MARGEN_PSNETO","NOMBRE_ENTIDAD","NOMBRE_MUNICIPIO","DESC_CODIGO","CVEGEO"
"10968",14,82,434,99,30,28.318,0.164,120.121,141.207,88,8.164,20.154,14.9326874730006,"Jalisco","Sayula,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","14082"
"10969",14,82,435,99,8,7.403,7.205,7.782,14.572,37,0.724,6.679,46.5962119132583,"Jalisco","Sayula,","Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general","14082"
"10970",14,82,461,1,457,73.098,1.654,143.976,205.782,674,11.841,61.257,30.0346969122664,"Jalisco","Sayula,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14082"
"10971",14,82,462,99,9,76.566,0.109,178.406,245.206,145,23.285,53.281,27.2424002675302,"Jalisco","Sayula,","Comercio al por menor en tiendas de autoservicio y departamentales","14082"
"10972",14,82,463,1,126,16.188,0.241,29.592,46.115,167,2.418,13.77,35.8299902417868,"Jalisco","Sayula,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14082"
"10973",14,82,464,99,36,15.59,0.009,66.68,76.141,136,4.545,11.045,12.4256313943867,"Jalisco","Sayula,","Comercio al por menor de artículos para el cuidado de la salud","14082"
"10974",14,82,465,1,105,7.037,-0.064,14.468,20.086,143,1.613,5.424,27.9697301603107,"Jalisco","Sayula,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","14082"
"10975",14,82,466,1,68,17.74,0.225,37.33,49.094,123,3.975,13.765,23.9621949729091,"Jalisco","Sayula,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14082"
"10976",14,82,467,1,41,11.1,0,21.056,30.725,100,1.99,9.11,31.4694873881204,"Jalisco","Sayula,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","14082"
"10977",14,82,468,99,30,28.753,2.737,161.961,175.326,164,14.772,13.981,7.62294240443516,"Jalisco","Sayula,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14082"
"10978",14,82,488,99,4,2.412,0,0.297,2.412,12,0.297,2.115,87.6865671641791,"Jalisco","Sayula,","Servicios relacionados con el transporte","14082"
"10979",14,82,522,1,8,11.723,0.088,6.193,13.926,27,5.769,5.954,55.5292259083728,"Jalisco","Sayula,","Instituciones de intermediación crediticia y financiera no bursátil","14082"
"10980",14,82,522,2,3,22.765,0,12.882,22.765,49,11.923,10.842,43.4131341972326,"Jalisco","Sayula,","Instituciones de intermediación crediticia y financiera no bursátil","14082"
"10981",14,82,531,99,9,6.06,2.3,0.722,6.06,25,0.715,5.345,88.0858085808581,"Jalisco","Sayula,","Servicios inmobiliarios","14082"
"10982",14,82,532,99,7,4.362,0.436,1.533,4.362,26,1.533,2.829,64.8555708390647,"Jalisco","Sayula,","Servicios de alquiler de bienes muebles","14082"
"10983",14,82,541,1,43,12.601,0.352,3.961,12.601,102,3.948,8.653,68.5659868264423,"Jalisco","Sayula,","Servicios profesionales, científicos y técnicos","14082"
"10984",14,82,561,99,13,31.505,-0.257,2.456,31.505,430,2.446,29.059,92.2044119980956,"Jalisco","Sayula,","Servicios de apoyo a los negocios","14082"
"10985",14,82,611,1,11,2.547,0,0.673,2.547,38,0.67,1.877,73.5767569689831,"Jalisco","Sayula,","Servicios educativos","14082"
"10986",14,82,611,2,3,7.085,0,1.143,7.085,50,1.126,5.959,83.8673253352153,"Jalisco","Sayula,","Servicios educativos","14082"
"10987",14,82,624,1,8,1.182,0.261,0.252,1.182,31,0.252,0.93,78.6802030456853,"Jalisco","Sayula,","Otros servicios de asistencia social","14082"
"10988",14,82,721,99,9,26.85,0.018,10.913,27.058,79,10.357,16.493,59.6681203340971,"Jalisco","Sayula,","Servicios de alojamiento temporal","14082"
"10989",14,82,722,1,243,74.119,0.01,42.609,74.119,509,42.609,31.51,42.5127160377231,"Jalisco","Sayula,","Servicios de preparación de alimentos y bebidas","14082"
"10990",14,82,811,99,184,55.15,0.452,27.437,55.15,336,27.402,27.748,50.2502266545784,"Jalisco","Sayula,","Servicios de reparación y mantenimiento","14082"
"10991",14,82,812,1,105,11.301,0.192,4.806,11.301,125,4.806,6.495,57.4727900185824,"Jalisco","Sayula,","Servicios personales","14082"
"10992",14,82,813,99,6,36.458,6.75,24.787,36.578,67,24.667,11.791,32.2352233583028,"Jalisco","Sayula,","Asociaciones y organizaciones","14082"
"10993",14,83,112,99,4,1.002,0,0.771,1.002,5,0.771,0.231,23.0538922155689,"Jalisco","Tala,","Cría y explotación de animales","14083"
"10994",14,83,237,99,3,45.376,0,25.768,45.376,50,25.638,19.738,43.2122708039492,"Jalisco","Tala,","Construcción de obras de ingeniería civil","14083"
"10995",14,83,311,99,114,2496.787,74.486,2413.33,2550.406,2190,2242.73,254.057,5.37467367940634,"Jalisco","Tala,","Industria alimentaria","14083"
"10996",14,83,312,99,12,7.296,0.025,3.303,7.266,62,3.244,4.052,54.541701073493,"Jalisco","Tala,","Industria de las bebidas y del tabaco","14083"
"10997",14,83,321,1,10,2.649,0.005,1.029,2.639,15,1.027,1.622,61.0079575596817,"Jalisco","Tala,","Industria de la madera","14083"
"10998",14,83,323,99,3,0.534,0,0.317,0.534,7,0.317,0.217,40.6367041198502,"Jalisco","Tala,","Impresión e industrias conexas","14083"
"10999",14,83,326,99,4,103.854,0.032,83.343,107.86,161,78.406,25.448,22.730391247914,"Jalisco","Tala,","Industria del plástico y del hule","14083"
"11000",14,83,327,99,52,20.471,0,7.355,20.545,110,7.355,13.116,64.2005354100754,"Jalisco","Tala,","Fabricación de productos a base de minerales no metálicos","14083"
"11001",14,83,332,99,38,818.034,43.152,376.434,750.009,604,376.374,441.66,49.8094022871726,"Jalisco","Tala,","Fabricación de productos metálicos","14083"
"11002",14,83,337,99,6,39.376,0,50.232,52.526,50,36.703,2.673,4.3673609260176,"Jalisco","Tala,","Fabricación de muebles, colchones y persianas","14083"
"11003",14,83,434,99,60,74.151,0.366,196.456,259.115,203,12.446,61.705,24.1819269436351,"Jalisco","Tala,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","14083"
"11004",14,83,435,99,4,2.938,0.004,6.481,8.837,14,0.675,2.263,26.6606314360077,"Jalisco","Tala,","Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general","14083"
"11005",14,83,461,1,733,190.547,0.295,348.559,510.087,1192,30.033,160.514,31.6667548869114,"Jalisco","Tala,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14083"
"11006",14,83,461,2,4,1.521,0.007,18.01,18.318,56,1.502,0.019,1.68140626705972,"Jalisco","Tala,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14083"
"11007",14,83,462,99,21,274.105,10.93,563.75,808.498,373,54.341,219.764,30.2719363560578,"Jalisco","Tala,","Comercio al por menor en tiendas de autoservicio y departamentales","14083"
"11008",14,83,463,1,193,17.877,0.029,34.833,48.824,283,4.243,13.634,28.6559888579387,"Jalisco","Tala,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14083"
"11009",14,83,464,1,42,8.122,0.005,19.152,25.548,79,1.755,6.367,25.0352278064819,"Jalisco","Tala,","Comercio al por menor de artículos para el cuidado de la salud","14083"
"11010",14,83,464,2,5,18.982,-0.005,105.841,117.758,76,4.233,14.749,10.1199069277671,"Jalisco","Tala,","Comercio al por menor de artículos para el cuidado de la salud","14083"
"11011",14,83,465,1,197,14.803,0.494,29.34,40.998,272,4.455,10.348,28.4355334406556,"Jalisco","Tala,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","14083"
"11012",14,83,466,1,79,21.959,1.827,41.371,54.845,125,8.654,13.305,24.5674172668429,"Jalisco","Tala,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14083"
"11013",14,83,466,2,4,16.114,0.457,38.999,43.971,58,8.597,7.517,11.3074526392395,"Jalisco","Tala,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14083"
"11014",14,83,467,99,73,58.166,4.96,257.762,290.104,332,19.245,38.921,11.148415740562,"Jalisco","Tala,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","14083"
"11015",14,83,468,1,45,25.234,0.383,59.444,79.117,93,5.114,20.12,24.865705221381,"Jalisco","Tala,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14083"
"11016",14,83,468,2,11,95.694,1.257,451.074,523.229,187,20.137,75.557,13.7903288999654,"Jalisco","Tala,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14083"
"11017",14,83,484,99,3,34.2,-0.6,29.62,34.2,49,28.364,5.836,13.3918128654971,"Jalisco","Tala,","Autotransporte de carga","14083"
"11018",14,83,531,1,26,2.917,0,0.873,2.917,45,0.861,2.056,70.0719917723689,"Jalisco","Tala,","Servicios inmobiliarios","14083"
"11019",14,83,532,1,11,0.927,0,0.377,0.927,16,0.377,0.55,59.3311758360302,"Jalisco","Tala,","Servicios de alquiler de bienes muebles","14083"
"11020",14,83,541,99,36,12.064,0.107,6.162,12.094,112,6.122,5.942,49.0491152637672,"Jalisco","Tala,","Servicios profesionales, científicos y técnicos","14083"
"11021",14,83,561,99,28,4.043,0.004,1.303,4.043,43,1.288,2.755,67.771456838981,"Jalisco","Tala,","Servicios de apoyo a los negocios","14083"
"11022",14,83,611,1,11,3.777,0,0.968,3.777,45,0.964,2.813,74.3711940693672,"Jalisco","Tala,","Servicios educativos","14083"
"11023",14,83,611,2,5,29.749,2.38,12.729,33.926,101,12.505,17.244,62.480103755232,"Jalisco","Tala,","Servicios educativos","14083"
"11024",14,83,711,99,3,2.577,0,1.823,2.577,40,1.82,0.757,29.2588280946837,"Jalisco","Tala,","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","14083"
"11025",14,83,713,1,44,5.122,1.38,2.569,4.822,74,2.553,2.569,46.7233513065118,"Jalisco","Tala,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","14083"
"11026",14,83,721,99,8,1.984,0.007,0.637,1.984,23,0.595,1.389,67.8931451612903,"Jalisco","Tala,","Servicios de alojamiento temporal","14083"
"11027",14,83,722,99,408,162.436,0.314,101.889,162.536,986,101.247,61.189,37.3129645124772,"Jalisco","Tala,","Servicios de preparación de alimentos y bebidas","14083"
"11028",14,83,811,99,201,62.349,1.194,29.771,62.476,445,29.682,32.667,52.3481016710417,"Jalisco","Tala,","Servicios de reparación y mantenimiento","14083"
"11029",14,83,812,1,191,22.671,0.125,9.019,22.707,258,8.78,13.891,60.2809706257982,"Jalisco","Tala,","Servicios personales","14083"
"11030",14,83,813,99,15,0.376,0,0.518,1.086,59,0.508,-0.132,52.3020257826888,"Jalisco","Tala,","Asociaciones y organizaciones","14083"
"11031",14,84,311,99,118,73.997,2.025,40.412,74.252,326,40.005,33.992,45.5745299789905,"Jalisco","Talpa de Allende,","Industria alimentaria","14084"
"11032",14,84,312,1,7,0.861,0,0.437,0.83,13,0.437,0.424,47.3493975903614,"Jalisco","Talpa de Allende,","Industria de las bebidas y del tabaco","14084"
"11033",14,84,315,99,5,0.138,0,0.054,0.138,5,0.054,0.084,60.8695652173913,"Jalisco","Talpa de Allende,","Fabricación de prendas de vestir","14084"
"11034",14,84,316,99,11,4.849,-0.005,2.181,4.677,21,2.18,2.669,53.3675432969852,"Jalisco","Talpa de Allende,","Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos","14084"
"11035",14,84,321,1,11,1.632,0.23,0.901,1.63,17,0.892,0.74,44.7239263803681,"Jalisco","Talpa de Allende,","Industria de la madera","14084"
"11036",14,84,322,1,3,0.136,0,0.09,0.136,3,0.09,0.046,33.8235294117647,"Jalisco","Talpa de Allende,","Industria del papel","14084"
"11037",14,84,327,1,3,0.524,0,0.3,0.524,7,0.296,0.228,42.7480916030534,"Jalisco","Talpa de Allende,","Fabricación de productos a base de minerales no metálicos","14084"
"11038",14,84,332,1,12,5.492,-0.04,3.569,5.485,21,3.553,1.939,34.9316317228806,"Jalisco","Talpa de Allende,","Fabricación de productos metálicos","14084"
"11039",14,84,337,1,12,2.525,0.077,1.537,2.53,18,1.531,0.994,39.2490118577075,"Jalisco","Talpa de Allende,","Fabricación de muebles, colchones y persianas","14084"
"11040",14,84,339,1,6,0.419,0,0.241,0.417,12,0.241,0.178,42.2062350119904,"Jalisco","Talpa de Allende,","Otras industrias manufactureras","14084"
"11041",14,84,434,1,17,10.527,0.005,17.708,24.603,41,2.575,7.952,28.025037597041,"Jalisco","Talpa de Allende,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","14084"
"11042",14,84,461,1,161,41.922,1.445,91.035,124.833,351,8.495,33.427,27.0745716276946,"Jalisco","Talpa de Allende,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14084"
"11043",14,84,462,1,8,13.015,1.477,29.15,35.975,33,5.102,7.913,18.9715079916609,"Jalisco","Talpa de Allende,","Comercio al por menor en tiendas de autoservicio y departamentales","14084"
"11044",14,84,463,1,68,18.101,0.047,28.816,50,123,2.997,15.104,42.368,"Jalisco","Talpa de Allende,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14084"
"11045",14,84,464,1,20,5.788,0.033,11.72,15.951,50,1.571,4.217,26.5249827597016,"Jalisco","Talpa de Allende,","Comercio al por menor de artículos para el cuidado de la salud","14084"
"11046",14,84,465,1,83,5.489,-0.001,9.717,13.48,112,2.011,3.478,27.9154302670623,"Jalisco","Talpa de Allende,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","14084"
"11047",14,84,466,1,24,3.762,0.115,7.245,9.722,41,1.435,2.327,25.4782966467805,"Jalisco","Talpa de Allende,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14084"
"11048",14,84,467,1,17,4.778,0.521,8.159,12.066,29,0.894,3.884,32.3802420023206,"Jalisco","Talpa de Allende,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","14084"
"11049",14,84,468,99,7,4.798,0.04,14.21,16.442,28,0.843,3.955,13.5749908770223,"Jalisco","Talpa de Allende,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14084"
"11050",14,84,531,1,5,0.483,0,0.1,0.483,9,0.098,0.385,79.296066252588,"Jalisco","Talpa de Allende,","Servicios inmobiliarios","14084"
"11051",14,84,541,99,11,3.255,0.426,2.268,3.257,33,2.242,1.013,30.3653669020571,"Jalisco","Talpa de Allende,","Servicios profesionales, científicos y técnicos","14084"
"11052",14,84,561,1,5,0.715,0.086,0.378,0.714,12,0.364,0.351,47.0588235294118,"Jalisco","Talpa de Allende,","Servicios de apoyo a los negocios","14084"
"11053",14,84,611,99,3,0.883,0,0.046,0.883,24,0.046,0.837,94.7904869762174,"Jalisco","Talpa de Allende,","Servicios educativos","14084"
"11054",14,84,621,99,20,6.289,0.65,4.094,6.289,33,4.054,2.235,34.9022102083002,"Jalisco","Talpa de Allende,","Servicios médicos de consulta externa y servicios relacionados","14084"
"11055",14,84,721,99,52,24.471,0.809,7.948,24.471,189,7.691,16.78,67.5207388337216,"Jalisco","Talpa de Allende,","Servicios de alojamiento temporal","14084"
"11056",14,84,722,99,99,53.502,0.279,27.188,53.594,290,26.71,26.792,49.2704407209762,"Jalisco","Talpa de Allende,","Servicios de preparación de alimentos y bebidas","14084"
"11057",14,84,811,1,51,10.025,0.474,5.487,10.005,88,5.459,4.566,45.1574212893553,"Jalisco","Talpa de Allende,","Servicios de reparación y mantenimiento","14084"
"11058",14,84,812,1,61,9.916,0.688,4.3,9.919,98,4.197,5.719,56.6488557314245,"Jalisco","Talpa de Allende,","Servicios personales","14084"
"11059",14,84,813,1,3,0.385,0,0.203,0.385,6,0.196,0.189,47.2727272727273,"Jalisco","Talpa de Allende,","Asociaciones y organizaciones","14084"
"11060",14,85,311,1,59,36.351,0.008,21.43,36.388,173,21.43,14.921,41.1069583379136,"Jalisco","Tamazula de Gordiano,","Industria alimentaria","14085"
"11061",14,85,312,99,7,7.074,0,2.613,7.08,27,2.613,4.461,63.0932203389831,"Jalisco","Tamazula de Gordiano,","Industria de las bebidas y del tabaco","14085"
"11062",14,85,321,1,13,4.633,0.011,2.808,4.807,22,2.808,1.825,41.5851882671105,"Jalisco","Tamazula de Gordiano,","Industria de la madera","14085"
"11063",14,85,332,1,11,5.278,0.054,2.686,5.322,27,2.686,2.592,49.5302517850432,"Jalisco","Tamazula de Gordiano,","Fabricación de productos metálicos","14085"
"11064",14,85,337,99,3,1.177,0.047,0.844,1.182,5,0.844,0.333,28.595600676819,"Jalisco","Tamazula de Gordiano,","Fabricación de muebles, colchones y persianas","14085"
"11065",14,85,434,99,33,27.301,0.101,66.244,89.593,119,4.145,23.156,26.0611878160124,"Jalisco","Tamazula de Gordiano,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","14085"
"11066",14,85,461,99,260,58.182,0.534,130.197,177.466,524,12.371,45.811,26.6355245511816,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14085"
"11067",14,85,463,1,127,16.024,0.193,32.542,44.465,213,5.827,10.197,26.8143483638817,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14085"
"11068",14,85,464,99,28,17.877,0.178,48.014,60.568,96,4.028,13.849,20.7271166292432,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de artículos para el cuidado de la salud","14085"
"11069",14,85,465,1,73,6.315,0.036,12.538,17.372,122,1.861,4.454,27.8263872898918,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","14085"
"11070",14,85,466,99,58,31.276,2.54,66.262,82.826,146,12.766,18.51,19.9985511795813,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14085"
"11071",14,85,467,1,35,17.117,0.007,34.2,49.084,99,1.898,15.219,30.3235270149132,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","14085"
"11072",14,85,468,99,35,198.05,0.651,196.774,364.964,281,28.865,169.185,46.0839973257636,"Jalisco","Tamazula de Gordiano,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14085"
"11073",14,85,522,1,10,33.736,0.16,18.7,33.736,39,18.564,15.172,44.5695992411667,"Jalisco","Tamazula de Gordiano,","Instituciones de intermediación crediticia y financiera no bursátil","14085"
"11074",14,85,531,99,11,0.557,0.05,0.187,0.557,12,0.187,0.37,66.427289048474,"Jalisco","Tamazula de Gordiano,","Servicios inmobiliarios","14085"
"11075",14,85,532,99,4,0.848,1.358,0.59,0.84,12,0.588,0.26,29.7619047619048,"Jalisco","Tamazula de Gordiano,","Servicios de alquiler de bienes muebles","14085"
"11076",14,85,541,1,30,10.31,0.108,2.781,10.307,79,2.761,7.549,73.0183370524886,"Jalisco","Tamazula de Gordiano,","Servicios profesionales, científicos y técnicos","14085"
"11077",14,85,561,1,13,2.655,0,1.345,2.655,20,1.345,1.31,49.3408662900188,"Jalisco","Tamazula de Gordiano,","Servicios de apoyo a los negocios","14085"
"11078",14,85,611,99,7,6.69,0,1.636,6.69,80,1.636,5.054,75.5455904334828,"Jalisco","Tamazula de Gordiano,","Servicios educativos","14085"
"11079",14,85,621,99,56,15.161,0.376,7.009,15.863,119,6.982,8.179,55.8154195297233,"Jalisco","Tamazula de Gordiano,","Servicios médicos de consulta externa y servicios relacionados","14085"
"11080",14,85,721,99,4,2.546,0.14,0.882,2.546,17,0.871,1.675,65.3574234092694,"Jalisco","Tamazula de Gordiano,","Servicios de alojamiento temporal","14085"
"11081",14,85,722,99,154,78.732,0.339,49.467,78.72,481,49.45,29.282,37.1608231707317,"Jalisco","Tamazula de Gordiano,","Servicios de preparación de alimentos y bebidas","14085"
"11082",14,85,811,99,131,37.544,0.155,19.288,37.536,265,19.288,18.256,48.614663256607,"Jalisco","Tamazula de Gordiano,","Servicios de reparación y mantenimiento","14085"
"11083",14,85,812,1,108,19.814,0.128,8.788,19.807,161,8.784,11.03,55.6318473267027,"Jalisco","Tamazula de Gordiano,","Servicios personales","14085"
"11084",14,85,813,99,12,8.562,0,2.681,8.838,157,2.681,5.881,69.6650825978728,"Jalisco","Tamazula de Gordiano,","Asociaciones y organizaciones","14085"
"11085",14,86,311,1,29,15.785,0,10.405,15.892,78,10.303,5.482,34.5268059400956,"Jalisco","Tapalpa,","Industria alimentaria","14086"
"11086",14,86,312,1,4,1.176,0,0.459,1.176,9,0.458,0.718,60.969387755102,"Jalisco","Tapalpa,","Industria de las bebidas y del tabaco","14086"
"11087",14,86,315,99,12,1.306,0,0.679,1.336,37,0.679,0.627,49.1766467065868,"Jalisco","Tapalpa,","Fabricación de prendas de vestir","14086"
"11088",14,86,321,99,20,25.355,0,14.648,25.039,112,14.152,11.203,41.4992611526019,"Jalisco","Tapalpa,","Industria de la madera","14086"
"11089",14,86,325,1,3,0.516,0,0.28,0.528,9,0.28,0.236,46.969696969697,"Jalisco","Tapalpa,","Industria química","14086"
"11090",14,86,327,1,3,0.234,0,0.111,0.234,6,0.111,0.123,52.5641025641026,"Jalisco","Tapalpa,","Fabricación de productos a base de minerales no metálicos","14086"
"11091",14,86,332,1,5,2.431,0,1.282,2.431,10,1.282,1.149,47.2645002056767,"Jalisco","Tapalpa,","Fabricación de productos metálicos","14086"
"11092",14,86,339,1,7,0.658,0,0.348,0.658,10,0.348,0.31,47.112462006079,"Jalisco","Tapalpa,","Otras industrias manufactureras","14086"
"11093",14,86,461,1,182,27.771,0.033,67.013,88.719,355,5.824,21.947,24.4660106628794,"Jalisco","Tapalpa,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14086"
"11094",14,86,462,99,6,13.972,1.004,23.556,32.19,29,4.172,9.8,26.8219944082013,"Jalisco","Tapalpa,","Comercio al por menor en tiendas de autoservicio y departamentales","14086"
"11095",14,86,463,1,46,5.491,0,10.815,15.304,76,0.98,4.511,29.3322007318348,"Jalisco","Tapalpa,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14086"
"11096",14,86,464,1,15,8.01,0,8.943,16.198,37,0.671,7.339,44.7894801827386,"Jalisco","Tapalpa,","Comercio al por menor de artículos para el cuidado de la salud","14086"
"11097",14,86,465,1,50,4.453,0,8.648,12.1,97,1.026,3.427,28.5289256198347,"Jalisco","Tapalpa,","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","14086"
"11098",14,86,466,99,11,2.609,0,3.417,5.787,24,0.239,2.37,40.9538621047175,"Jalisco","Tapalpa,","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","14086"
"11099",14,86,467,1,13,13.769,0,16.861,29.911,39,0.692,13.077,43.6294339874962,"Jalisco","Tapalpa,","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","14086"
"11100",14,86,468,1,13,10.439,0.183,104.054,108.017,37,4.596,5.843,3.66886693761167,"Jalisco","Tapalpa,","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","14086"
"11101",14,86,522,99,6,3.602,0.04,1.692,3.602,13,1.653,1.949,53.0260966129928,"Jalisco","Tapalpa,","Instituciones de intermediación crediticia y financiera no bursátil","14086"
"11102",14,86,531,1,3,0.064,0,0.022,0.064,4,0.022,0.042,65.625,"Jalisco","Tapalpa,","Servicios inmobiliarios","14086"
"11103",14,86,532,1,4,1.608,0,0.717,1.608,14,0.717,0.891,55.410447761194,"Jalisco","Tapalpa,","Servicios de alquiler de bienes muebles","14086"
"11104",14,86,541,99,11,2.758,0,1.584,2.758,19,1.584,1.174,42.5670775924583,"Jalisco","Tapalpa,","Servicios profesionales, científicos y técnicos","14086"
"11105",14,86,561,99,5,0.621,0,0.295,0.621,6,0.295,0.326,52.4959742351047,"Jalisco","Tapalpa,","Servicios de apoyo a los negocios","14086"
"11106",14,86,611,99,4,0.943,0,0.181,0.943,30,0.181,0.762,80.8059384941676,"Jalisco","Tapalpa,","Servicios educativos","14086"
"11107",14,86,621,1,14,5.952,0,2.529,5.952,25,2.529,3.423,57.5100806451613,"Jalisco","Tapalpa,","Servicios médicos de consulta externa y servicios relacionados","14086"
"11108",14,86,713,1,4,1.24,0,0.545,1.24,7,0.545,0.695,56.0483870967742,"Jalisco","Tapalpa,","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","14086"
"11109",14,86,721,99,25,45.792,0.15,25.769,45.722,172,24.709,21.083,43.6398232798215,"Jalisco","Tapalpa,","Servicios de alojamiento temporal","14086"
"11110",14,86,722,99,104,42.324,0,26.207,42.324,275,26.207,16.117,38.0800491446933,"Jalisco","Tapalpa,","Servicios de preparación de alimentos y bebidas","14086"
"11111",14,86,811,1,30,6.093,0,3.818,6.093,46,3.818,2.275,37.3379287707205,"Jalisco","Tapalpa,","Servicios de reparación y mantenimiento","14086"
"11112",14,86,812,1,31,3.321,0,1.431,3.327,37,1.431,1.89,56.9882777276826,"Jalisco","Tapalpa,","Servicios personales","14086"
"11113",14,86,813,99,5,1.909,0,0.21,2.345,43,0.21,1.699,91.044776119403,"Jalisco","Tapalpa,","Asociaciones y organizaciones","14086"
"11114",14,87,311,1,45,13.594,0.447,7.267,13.559,127,7.266,6.328,46.4046021093001,"Jalisco","Tecalitlán,","Industria alimentaria","14087"
"11115",14,87,312,99,5,4.497,0.317,2.103,4.494,33,2.102,2.395,53.2042723631509,"Jalisco","Tecalitlán,","Industria de las bebidas y del tabaco","14087"
"11116",14,87,315,1,5,0.753,0.024,0.247,0.802,6,0.247,0.506,69.2019950124688,"Jalisco","Tecalitlán,","Fabricación de prendas de vestir","14087"
"11117",14,87,321,99,8,2.412,0.232,1.389,2.465,19,1.388,1.024,43.6511156186613,"Jalisco","Tecalitlán,","Industria de la madera","14087"
"11118",14,87,327,1,14,3.536,0.188,1.355,3.471,30,1.354,2.182,60.9622587150677,"Jalisco","Tecalitlán,","Fabricación de productos a base de minerales no metálicos","14087"
"11119",14,87,332,99,16,5.763,0.324,3.101,5.781,25,3.1,2.663,46.358761459955,"Jalisco","Tecalitlán,","Fabricación de productos metálicos","14087"
"11120",14,87,337,99,5,2.003,0.15,0.923,2.02,12,0.923,1.08,54.3069306930693,"Jalisco","Tecalitlán,","Fabricación de muebles, colchones y persianas","14087"
"11121",14,87,339,1,3,0.609,-0.004,0.233,0.627,4,0.233,0.376,62.8389154704944,"Jalisco","Tecalitlán,","Otras industrias manufactureras","14087"
"11122",14,87,434,99,18,6.336,0.418,11.217,17.795,52,0.822,5.514,36.9654397302613,"Jalisco","Tecalitlán,","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","14087"
"11123",14,87,461,99,197,37.619,8.267,61.911,96.229,422,4.878,32.741,35.6628459196292,"Jalisco","Tecalitlán,","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","14087"
"11124",14,87,463,1,65,15.679,0.157,25.077,44.612,129,1.425,14.254,43.7886667264413,"Jalisco","Tecalitlán,","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","14087"
